asin,query,brand_name,product_name,image_url,derived_style,derived_scene,derived_colour,derived_material,derived_pattern,manual_note
B0FSKY5NQT,floral dress,GRECIILOOKS,GRECIILOOKS Women’s Georgette Dress | Western One Piece Dress for Women Short & Long | Casual Summer Dresses for Beach & S...,https://m.media-amazon.com/images/I/61FO+AE49XL._AC_UL320_.jpg,casual,vacation,unknown,unknown,floral,
B0F1YJC8QC,floral dress,ROYALICA,ROYALICA Women's Pure Cotton Maxi Midi Dress Western Dress for Women Elegant Floral Printed Long Dresses | Soft & Breathab...,https://m.media-amazon.com/images/I/71IA9naM--L._AC_UL320_.jpg,unknown,unknown,unknown,cotton,floral,
B0GG9S12BS,floral dress,KATECLO,KATECLO Women’s One-Shoulder Boho Mini Dress – Asymmetrical Sleeve Floral Print Summer Shift Dress with Border Trim,https://m.media-amazon.com/images/I/71nfYgDTNOL._AC_UL320_.jpg,unknown,vacation,unknown,unknown,floral,
B0D8ZYYD42,floral dress,OOMPH!,OOMPH! Below Knee Shift Pink Dress in Crepe Fabric with Round Neck and Puff Sleeves - md619l,https://m.media-amazon.com/images/I/61RJNasRPLL._AC_UL320_.jpg,unknown,unknown,pink,unknown,floral,
B0DXP2SZC2,floral dress,LITZO,LITZO Dresses for Women || Western Dresses for Women (L-45-46),https://m.media-amazon.com/images/I/71EYn2dSegL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,floral,
B0D9YVQ4MX,floral dress,Gufrina,Gufrina Dresses for Women Half Sleeve || Floral Print || V-Neck and Puff Sleeves || Front Open Button & Tie-Up || Midi Dress,https://m.media-amazon.com/images/I/61DzCRqmZKL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,floral,
B0GPL5KHKT,floral dress,FASHION YARI,FASHION YARI Womens Summer Dress 2026 Spring Mesh Sleeveless Bodycon Ruched Floral Holiday Maxi Long Dresses,https://m.media-amazon.com/images/I/61QfI6gc-IL._AC_UL320_.jpg,unknown,vacation,unknown,unknown,floral,
B0B34RYB6F,floral dress,Shasmi,Shasmi Women Maxi Gown,https://m.media-amazon.com/images/I/71GxB8DJLyL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,floral,
B0DQCF7561,floral dress,LITZO,"LITZO Dress for Women || Women’s Printed Wrap Maxi Gown || V‑Neck Long Sleeve Belted Flowy Dress for Parties, Weddings & E...",https://m.media-amazon.com/images/I/71uBDbUpALL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,floral,
B0DY82F4GF,floral dress,Leriya Fashion,Leriya Fashion Women’s V-Neck Floral Print Ruffle Long Sleeve A-Line Mini Dress | Elegant Casual Party Outfit | Lightweigh...,https://m.media-amazon.com/images/I/616eGfn0phL._AC_UL320_.jpg,casual,party,unknown,unknown,floral,
B0FMYMHPW7,floral dress,Shasmi,"Shasmi Women’s Solid Color Applique Lace-Up Collared Short Sleeve, Side-Tie Waist Long Casual Maxi Women Dress Outfit Long...",https://m.media-amazon.com/images/I/618ghsD5eML._AC_UL320_.jpg,casual,daily wear,red,unknown,solid,
B0DWXC4XLD,floral dress,LITZO,LITZO Dress for Women || Western Dresses for Women || One Piece Maxi Dress (L-32-34),https://m.media-amazon.com/images/I/615NMZ45PbL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,floral,
B0CM1YMYRJ,floral dress,SMOWKLY,SMOWKLY Women's Georgette Floral Printed Western Gown || Half Sleeve V Neck Fit & Flare Flared Hem Design || A-Line Maxi D...,https://m.media-amazon.com/images/I/617nlKLJo+L._AC_UL320_.jpg,unknown,unknown,red,unknown,floral,
B0D7VJ6HJL,floral dress,KESUDI,KESUDI A Line Dresses for Women Western Rayon Floral One Piece Dress for Women | Stylish Flared Roll Tab Sleeve | Knee Len...,https://m.media-amazon.com/images/I/614Kpdx1aXL._AC_UL320_.jpg,unknown,unknown,red,unknown,floral,
B0GL8B24W9,floral dress,Aahwan,Aahwan Floral Printed Puff Sleeve High Slit Maxi Outfit Dress for Women's & Girl's,https://m.media-amazon.com/images/I/71dIhorcXsL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,floral,
B0DY821FWL,floral dress,GRECIILOOKS,GRECIILOOKS Summer Dress for Woman | Boho Square Neck Long Dress | Women's Puff Sleeve Floral Printed A Line Maxi | Elegan...,https://m.media-amazon.com/images/I/6132aJMiSlL._AC_UL320_.jpg,unknown,vacation,unknown,unknown,floral,
B0DB875HJP,floral dress,GRECIILOOKS,GRECIILOOKS Printed Maxi Dress for Women | Trendy Long One Piece Summer Outfit | Lightweight Flared Dress for Casual & Hol...,https://m.media-amazon.com/images/I/61u6tRaB7rL._AC_UL320_.jpg,casual,vacation,red,unknown,floral,
B0FWXSDYZV,floral dress,Leriya Fashion,"Leriya Fashion Women’s Jacquard Sleeveless Maxi Dress | Round Neck A-Line Long Dress for Party, Brunch & Casual Wear",https://m.media-amazon.com/images/I/61b6tV5MKEL._AC_UL320_.jpg,casual,party,unknown,unknown,floral,
B0F1MRX3R6,floral dress,Shasmi,Shasmi Girl's & Women's Floral Print Cap Sleeve Ruffle Trim Short Dress Summer Boho One Piece Mini Dress for Women Stylish...,https://m.media-amazon.com/images/I/71f4RwmrTLL._AC_UL320_.jpg,unknown,vacation,unknown,unknown,floral,
B0GL88TTLZ,floral dress,Aahwan,Aahwan Floral Printed Puff Sleeve High Slit Maxi Outfit Dress for Women's & Girl's,https://m.media-amazon.com/images/I/71M7XyhexFL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,floral,
B09WLMGSB5,floral dress,OOMPH!,OOMPH! Flared Dress for Women Stylish | Long One Piece for Women | Off Shoulder Puff Sleeve Long Dress | Floral Print Maxi...,https://m.media-amazon.com/images/I/712FJ1JRk3L._AC_UL320_.jpg,unknown,unknown,red,unknown,floral,
B0F5H7YXC2,floral dress,Aahwan,Aahwan Women Fit and Flare Blue Summer Vacation Style Floral Print Spaghetti Strap with Shoulder Ties Mini Dress,https://m.media-amazon.com/images/I/819C0BRiNOL._AC_UL320_.jpg,unknown,vacation,blue,unknown,floral,
B0CT3D4MB9,floral dress,Leriya Fashion,"Leriya Fashion Women’s One Piece Dress – Stylish Midi Party Dress for Women | Summer Casual Wear for Events, Date & Evenin...",https://m.media-amazon.com/images/I/61-ehgCJ+bL._AC_UL320_.jpg,casual,vacation,unknown,unknown,floral,
B0GNZ3TZQN,floral dress,Zurity,Zurity Women Dress || Western Dresses for Women || Maxi Dress (D-11-13),https://m.media-amazon.com/images/I/41A0SgV155L._AC_UL320_.jpg,unknown,unknown,unknown,unknown,floral,
B0DY83DRS9,floral dress,Leriya Fashion,Leriya Fashion Women’s V-Neck Floral Print Ruffle Long Sleeve A-Line Mini Dress | Elegant Casual Party Outfit | Lightweigh...,https://m.media-amazon.com/images/I/61L24awnI5L._AC_UL320_.jpg,casual,party,unknown,unknown,floral,
B0F5H9S3NM,floral dress,Aahwan,Aahwan Women Fit and Flare Blue Summer Vacation Style Floral Print Spaghetti Strap with Shoulder Ties Mini Dress,https://m.media-amazon.com/images/I/81CKgptku0L._AC_UL320_.jpg,unknown,vacation,blue,unknown,floral,
B0F2MTNWD1,floral dress,Leriya Fashion,Leriya Fashion Dress for Woman | Maxi Dress for Women Stylish | Women’s Elegant A Line Dresses Summer Long Georgette with ...,https://m.media-amazon.com/images/I/61jrrMmAfPL._AC_UL320_.jpg,unknown,vacation,unknown,unknown,floral,
B0CV7ZTD86,floral dress,Max,Max Women Midi Dress,https://m.media-amazon.com/images/I/611zoPpbGaL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,floral,
B09GRHN99P,floral dress,OOMPH!,OOMPH! Flared Dress for Women Stylish | Long One Piece for Women | Off Shoulder Puff Sleeve Long Dress | Floral Print Maxi...,https://m.media-amazon.com/images/I/81PNeTkEIFL._AC_UL320_.jpg,unknown,unknown,red,unknown,floral,
B0GPK9S594,floral dress,FASHION YARI,FASHION YARI Women's Bodycon Maxi Dress Fall Spring Fashion Long Sleeve Floral Print Tight Fitted Party Club Ruched Dresses,https://m.media-amazon.com/images/I/61XkQGysatL._AC_UL320_.jpg,party,party,unknown,unknown,floral,
B0FW58N14M,floral dress,FERY LONDON,Fery London Womens One Piece Western Dress | Summer Dres for Women – Floral Printed Casual A-Line Mini Dresses | Womens Dress,https://m.media-amazon.com/images/I/619fNl+EXhL._AC_UL320_.jpg,casual,vacation,unknown,unknown,floral,
B0DQPCY3V1,floral dress,GRECIILOOKS,GRECIILOOKS Women Dress | One Piece Dress for Women | Dresses for Women | Maxi Dress for Women | Dress |Bodycon Dresses fo...,https://m.media-amazon.com/images/I/71qHb0LKGlL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,floral,
B0CT3GM8TS,floral dress,Leriya Fashion,Leriya Fashion Mini Dress for Women | One Piece Dresses for Womens |Mini Dresses Rayon for Women Stylish |Summer Casual Ou...,https://m.media-amazon.com/images/I/71FnJpw5J2L._AC_UL320_.jpg,casual,vacation,unknown,unknown,floral,
B0F9Z1G8PX,floral dress,SASSAFRAS,SASSAFRAS Women Casual Dress,https://m.media-amazon.com/images/I/81E+QBzjtAL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,floral,
B0CBX5119W,striped shirt,U TURN,U TURN Men's Casual Printed Striped Stylish Latest Formal Shirt for Men,https://m.media-amazon.com/images/I/61SB14qT0EL._AC_UL320_.jpg,casual,work,unknown,unknown,striped,
B0GGBC7XLN,striped shirt,IndoPrimo,IndoPrimo Men’s Striped Shirt | Premium Slim Fit Full Sleeve Formal Casual Shirt | Button-Down Cotton Shirt for Office,https://m.media-amazon.com/images/I/711fj6uFBFL._AC_UL320_.jpg,casual,work,unknown,cotton,striped,
B0DKP9MR6C,striped shirt,U TURN,U TURN Men's Casual Printed Striped Stylish Latest Formal Shirt for Men Plus Size Shirt for Men,https://m.media-amazon.com/images/I/711VEE5evaL._AC_UL320_.jpg,casual,work,unknown,unknown,striped,
B0GKVRSKJT,striped shirt,Belpatra,Belpatra Striped Casual Regular Fit Shirt for Men| Men Full Sleeve Shirt,https://m.media-amazon.com/images/I/71s60OWJbOL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,striped,
B0DKP9VSVL,striped shirt,U TURN,U TURN Men's Cotton Casual Printed Striped Stylish Latest Shirt for Men,https://m.media-amazon.com/images/I/71wj1hhZwtL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,striped,
B0CBX53QJV,striped shirt,U TURN,U TURN Men's Casual Printed Striped Stylish Latest Formal Shirt for Men,https://m.media-amazon.com/images/I/71XRV+IU0mL._AC_UL320_.jpg,casual,work,unknown,unknown,striped,
B0DKPBVBS6,striped shirt,U TURN,U TURN Men's Casual Solid Stylish Latest Formal Striped Shirt for Men,https://m.media-amazon.com/images/I/81Sgl-s1PsL._AC_UL320_.jpg,casual,work,unknown,unknown,solid,
B0CH3DCTJY,striped shirt,U TURN,U TURN Men's Casual Printed Striped Stylish Latest Formal Shirt for Men,https://m.media-amazon.com/images/I/715yZdo6iWL._AC_UL320_.jpg,casual,work,unknown,unknown,striped,
B0DKPBJMJQ,striped shirt,U TURN,U TURN Men's Cotton Casual Printed Striped Stylish Latest Shirt for Men,https://m.media-amazon.com/images/I/61tpAf+CEXL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,striped,
B0GWQWYLJM,striped shirt,Afflatus,Afflatus Men's Striped Casual Regular Fit Shirt Cotton Blend Stripe Full Sleeve Stylish Shirt for Men,https://m.media-amazon.com/images/I/81sh5seDBSL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,striped,
B0GQ45Y1J7,striped shirt,POSITIVE VIBES WITH DEVICE OF HEART,POSITIVE VIBES WITH DEVICE OF HEART Men's Cotton Casual Printed Striped Stylish Latest Shirt for Men,https://m.media-amazon.com/images/I/61tXtpmAeYL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,striped,
B087S6LD31,striped shirt,The Indian Garage Co,The Indian Garage Co Men Slim Fit Checkered Full Sleeves Spread Collar Casual Shirt,https://m.media-amazon.com/images/I/71BfHmJgTtL._AC_UL320_.jpg,casual,daily wear,red,unknown,striped,
B0F47X9X2T,striped shirt,Highlander,Highlander Men's Slim Fit Striped Cotton Shirt | Full Sleeves | Everyday Wear Stylish Shirt for Men,https://m.media-amazon.com/images/I/8105xwfeoIL._AC_UL320_.jpg,unknown,unknown,unknown,cotton,striped,
B0GKVFZLQM,striped shirt,Belpatra,Belpatra Striped Casual Regular Fit Shirt for Men| Men Full Sleeve Shirt,https://m.media-amazon.com/images/I/71ZjY17oopL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,striped,
B0GLH45XX7,striped shirt,Zombom,Zombom Men’s Regular Fit Vertical Striped Casual Shirt | Full Sleeve Cotton Polyster Blend Shirt for Men | Slim Fit Stylis...,https://m.media-amazon.com/images/I/71IGvG55IiL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,striped,
B0GGBVVMN6,striped shirt,IndoPrimo,IndoPrimo Men’s Striped Shirt | Premium Slim Fit Full Sleeve Formal Casual Shirt | Button-Down Cotton Shirt for Office,https://m.media-amazon.com/images/I/71NOh1VPy0L._AC_UL320_.jpg,casual,work,unknown,cotton,striped,
B0FJRJYDJS,striped shirt,Majestic Man,Majestic Man Classic Slim Fit Vertical Striped Casual Cotton Shirt,https://m.media-amazon.com/images/I/61A2i8F7ImL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,striped,
B0F45LQQ4J,striped shirt,Highlander,Highlander Men’s Slim Fit Striped Shirt | Full Sleeves | Everyday Wear Stylish Shirt for Men,https://m.media-amazon.com/images/I/91mxWyzoxqL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,striped,
B087S72JQ6,striped shirt,The Indian Garage Co,The Indian Garage Co Men Slim Fit Checkered Full Sleeves Spread Collar Casual Shirt,https://m.media-amazon.com/images/I/61dLuzn+29L._AC_UL320_.jpg,casual,daily wear,red,unknown,striped,
B0F47TZNML,striped shirt,Highlander,Highlander Men's Slim Fit Striped Cotton Shirt | Full Sleeves | Everyday Wear Stylish Shirt for Men,https://m.media-amazon.com/images/I/71wtiTnfK5L._AC_UL320_.jpg,unknown,unknown,unknown,cotton,striped,
B0F47XBRB4,striped shirt,Highlander,Highlander Men’s Slim Fit Striped Shirt | Full Sleeves | Everyday Wear Stylish Shirt for Men,https://m.media-amazon.com/images/I/81bhxT0v8RL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,striped,
B0BXLP9396,striped shirt,The Indian Garage Co,The Indian Garage Co Men Regular Fit Striped Full Sleeves Cutaway Collar Casual Shirt,https://m.media-amazon.com/images/I/51TabMjg-HL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,striped,
B0F45JTWKS,striped shirt,Highlander,Highlander Men’s Slim Fit Striped Shirt | Full Sleeves | Everyday Wear Stylish Shirt for Men,https://m.media-amazon.com/images/I/81epRpV+jxL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,striped,
B0C1GXKTNJ,striped shirt,OTUS,OTUS Casual Shirt for Men || Shirt for Men Latest Stylish || Men Stylish Shirt || Men Printed Striped Shirt,https://m.media-amazon.com/images/I/71XRV+IU0mL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,striped,
B0F45R3CH8,striped shirt,Highlander,Highlander Men’s Slim Fit Striped Shirt | Full Sleeves | Everyday Wear Stylish Shirts for Men,https://m.media-amazon.com/images/I/813tf25aH9L._AC_UL320_.jpg,unknown,unknown,unknown,unknown,striped,
B0D1C21DXB,striped shirt,Peter England,Peter England Men's Regular Fit Full Sleeve Striped Formal Shirt | Cotton Rich | Wonder Fabric | Premium Dobby Weave,https://m.media-amazon.com/images/I/71Sf-tcx+5L._AC_UL320_.jpg,formal,work,unknown,cotton,striped,
B0DKP84J8J,striped shirt,U TURN,U TURN Men's Cotton Casual Printed Striped Stylish Latest Shirt for Men,https://m.media-amazon.com/images/I/71aaj6gK53L._AC_UL320_.jpg,casual,daily wear,unknown,cotton,striped,
B0DTPVWXKX,striped shirt,Generic,Men's Cotton Casual Printed Striped Stylish Latest Shirt for Men,https://m.media-amazon.com/images/I/71qT9Cf45JL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,striped,
B0BY6J5JPD,striped shirt,U TURN,U-Turn Casual Shirt for Men || Shirt for Men Latest Stylish || Men Stylish Shirt || Men Printed Striped Shirt,https://m.media-amazon.com/images/I/41JVgTrS9RL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,striped,
B0GQN32NWW,striped shirt,AREAL FASHION,"AREAL FASHION Womens/GirlsClassic Lining Shirt for Women Cotton | Women’s Striped Style top | Full Sleeve, Relaxed fit, Bu...",https://m.media-amazon.com/images/I/51PsQQbuwwL._AC_UL320_.jpg,basic,unknown,unknown,cotton,striped,
B0CX8P63NM,striped shirt,Peter England,Peter England Men's Slim Fit Full Sleeve Pin-Striped Formal Shirt | Cotton-Rich | Wonder Fabric | Pin Point Oxford,https://m.media-amazon.com/images/I/61snIWegiiL._AC_UL320_.jpg,formal,work,unknown,cotton,striped,
B0F458914F,striped shirt,Highlander,Highlander Men’s Slim Fit Striped Shirt | Full Sleeves | Everyday Wear Stylish Shirts for Men,https://m.media-amazon.com/images/I/71TDQ-fmeEL._AC_UL320_.jpg,unknown,unknown,unknown,unknown,striped,
B0CWY65TX2,striped shirt,The Indian Garage Co,The Indian Garage Co Men Regular Fit Striped Full Sleeves Cutaway Collar Casual Shirt,https://m.media-amazon.com/images/I/61p2xG1sd7L._AC_UL320_.jpg,casual,daily wear,unknown,unknown,striped,
B0D7C43NVV,striped shirt,Louis Philippe,Louis Philippe Men's Easy to Iron Everyday wear Premium Cotton Full Sleeve Stripe Formal Shirt,https://m.media-amazon.com/images/I/61Cw2wg8LtL._AC_UL320_.jpg,formal,work,unknown,cotton,striped,
B0DYJPNGH2,striped shirt,Majestic Man,Majestic Man Men's Standard Slim Fit Striped Pure Cotton Casual Shirt,https://m.media-amazon.com/images/I/71YKSBUC7uL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,striped,
B0GSXFL78C,striped shirt,WROGN,WROGN Men's 100% Cotton Shirt | Striped Design | Slim Fit,https://m.media-amazon.com/images/I/61BQN8kkK8L._AC_UL320_.jpg,unknown,unknown,unknown,cotton,striped,
B0CV9S4GJB,striped shirt,Majestic Man,Majestic Man Men's Standard Slim Fit Striped Pure Cotton Casual Shirt,https://m.media-amazon.com/images/I/71E7wj1H2FL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,striped,
B087S5SKLJ,striped shirt,The Indian Garage Co,The Indian Garage Co Men Slim Fit Multi Striped Full Sleeves Spread Collar Casual Shirt,https://m.media-amazon.com/images/I/81VNrgn4pgL._AC_UL320_.jpg,casual,daily wear,multi,unknown,striped,
B0FP5MHL5T,striped shirt,Generic,Long Sleeve Button-Down Women’s Cotton Striped Oversized Shirt,https://m.media-amazon.com/images/I/71JLoa699xL._AC_UL320_.jpg,casual,unknown,unknown,cotton,striped,
B0D5YC425D,striped shirt,The Indian Garage Co,The Indian Garage Co Men Slim Fit Striped Full Sleeves Cutaway Collar Formal Shirt,https://m.media-amazon.com/images/I/71FyHA3WF2L._AC_UL320_.jpg,formal,work,unknown,unknown,striped,
B0CV9QJYTV,striped shirt,Majestic Man,Majestic Man Men's Standard Slim Fit Striped Pure Cotton Casual Shirt,https://m.media-amazon.com/images/I/61UwMN1U6zL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,striped,
B0BWRF4X69,striped shirt,Campus Sutra,Campus Sutra Men's Cotton Regular Fit Shirt,https://m.media-amazon.com/images/I/6151VP6Q+FL._AC_UL320_.jpg,basic,unknown,unknown,cotton,striped,
B0D498G7H5,striped shirt,SNITCH,SNITCH Stripehaven Blue Striped Casual Shirt,https://m.media-amazon.com/images/I/717-Vf4GJAL._AC_UL320_.jpg,casual,daily wear,blue,unknown,striped,
B0FSD4SKTF,striped shirt,GRECIILOOKS,GRECIILOOKS Striped Shirt for Women | Korean Style Full Sleeve Oversized Button Down Shirts | Tops for Women | Shirt for W...,https://m.media-amazon.com/images/I/71VWE36cULL._AC_UL320_.jpg,casual,unknown,unknown,unknown,striped,
B0D7SLF2BV,striped shirt,ACCOX,ACCOX Men's Breathable Cotton Full Sleeves Regular Fit Striped Formal Shirt for Men (S_GCR76),https://m.media-amazon.com/images/I/61+mbsR1qhL._AC_UL320_.jpg,formal,work,unknown,cotton,striped,
B0FHJ6M4HW,oversized hoodie,NETCLICK,"NETCLICK Los Angeles Printed Hoodies Sweatshirt Polycotton for Running, Gym Warm Travel Hoodies for Men",https://m.media-amazon.com/images/I/41DB2PzxvtL._AC_UL320_.jpg,casual,vacation,unknown,cotton,printed,
B0D8GCNZD9,oversized hoodie,The Modern Soul,The Modern Soul Half Zipper Solid Hoodie for Men | Sweatshirt for Men,https://m.media-amazon.com/images/I/31B+tV6-28L._AC_UL320_.jpg,casual,unknown,unknown,unknown,solid,
B0FRB13ZC2,oversized hoodie,Imsa Moda,"Imsa Moda Men’s Collar Chain Cotton Fleece Sweatshirt | Warm Hoodie for Gym, Travel & Casual Winter Wear",https://m.media-amazon.com/images/I/41XXiwXboSL._AC_UL320_.jpg,casual,vacation,unknown,cotton,unknown,
B0FG7JCFD5,oversized hoodie,SXV STYLE,"SXV STYLE Casual Zip-Up Hoodie, Oversized Fit, Light Grey, Front Pockets",https://m.media-amazon.com/images/I/61EAjS1x1AL._AC_UL320_.jpg,casual,daily wear,grey,unknown,unknown,
B0CJJ66Y98,oversized hoodie,Veirdo,Veirdo® Cotton Poly Fleece Oversized Hooded Sweatshirt Baggy Fit Stylish Pocket Graphic Printed Hoodie for Men (Available ...,https://m.media-amazon.com/images/I/61eH0aCsSaL._AC_UL320_.jpg,casual,unknown,unknown,cotton,printed,
B0CMLGN5FN,oversized hoodie,Alan Jones Clothing,Alan Jones Clothing Men’s Solid Oversized Hoodie | Cotton Blend Pullover with Kangaroo Pocket & Adjustable Hood | Casual W...,https://m.media-amazon.com/images/I/71VkXNlb2EL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,solid,
B0FS7YSTKW,oversized hoodie,AUSK,AUSK Oversized Hooded Sweatshirt for Man,https://m.media-amazon.com/images/I/51a+f-BcatL._AC_UL320_.jpg,casual,unknown,unknown,unknown,unknown,
B0FT8KTGHQ,oversized hoodie,Veirdo,Veirdo® Polycotton Spun Oversized Fit Drop Shoulder Hooded Sweatshirt Full Sleeves Solid Jumper Hoodie for Men/Boys (Size...,https://m.media-amazon.com/images/I/61YCZYjQ9GL._AC_UL320_.jpg,casual,unknown,unknown,cotton,solid,
B0DHP3HZXP,oversized hoodie,NETCLICK,NETCLICK® Hoodies Sweatshirt for Unisex Full Sleeve with Kangaroo Pockets,https://m.media-amazon.com/images/I/411FY4iRcZL._AC_UL320_.jpg,casual,unknown,unknown,unknown,unknown,
B0FQF8R5YH,oversized hoodie,Glowic,"Glowic Men’s Hoodie | Oversized Stylish Sweatshirt for Winter Wear | Trendy Casual Hoodie for Men | Perfect for Gym, Trave...",https://m.media-amazon.com/images/I/51Q-16vDx4L._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0FPXMMCPY,oversized hoodie,Alan Jones Clothing,Alan Jones Clothing Boys Oversize Hoodie with Graffiti Print | Full Sleeve Sweatshirt for Kids & Teens | Age 6-16 Years,https://m.media-amazon.com/images/I/71qUNNPSOOL._AC_UL320_.jpg,casual,unknown,unknown,unknown,unknown,
B0FN4KKPYX,oversized hoodie,TAGAS,TAGAS Unisex Color Block Hoodies for Men & Women – Casual Oversized Pullover with Kangaroo Pocket & Drawstring Hood|Winter...,https://m.media-amazon.com/images/I/61-Oo35wfWL._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0DRGCDKJ5,oversized hoodie,Veirdo,Veirdo® Fleece Oversized Baggy Fit Hooded Sweatshirt Drop Shoulder Typographic Logo Printed Full Sleeve Hoodie for Men (Av...,https://m.media-amazon.com/images/I/61A3zzZmLzL._AC_UL320_.jpg,casual,unknown,unknown,fleece,printed,
B0FN4JNVYM,oversized hoodie,TAGAS,TAGAS Unisex Color Block Hoodies for Men & Women – Casual Oversized Pullover with Kangaroo Pocket & Drawstring Hood|Winter...,https://m.media-amazon.com/images/I/61bGdLECU9L._AC_UL320_.jpg,casual,daily wear,unknown,unknown,unknown,
B0DGG3VQCT,oversized hoodie,Imsa Moda,"Imsa Moda Stylish Hoodies/Sweatshirt Polycotton Hoodies for Running, Gym Warm Travel Hoodies for Men",https://m.media-amazon.com/images/I/41j1CuQl0HL._AC_UL320_.jpg,casual,vacation,unknown,cotton,unknown,
B0DFYQX9W2,oversized hoodie,NOBERO,Nobero Oversized Hoodies for Man Stylish | 280 GSM Rich Cotton Fleece Printed Oversized Fit Hooded Full Sleeve Oversized S...,https://m.media-amazon.com/images/I/51LJt+ZCbIL._AC_UL320_.jpg,casual,unknown,unknown,cotton,printed,
B0CMLPGV76,oversized hoodie,Alan Jones Clothing,Alan Jones Clothing Men’s Solid Oversized Hoodie | Cotton Blend Pullover with Kangaroo Pocket & Adjustable Hood | Casual W...,https://m.media-amazon.com/images/I/71AuI4-Nl6L._AC_UL320_.jpg,casual,daily wear,unknown,cotton,solid,
B0CMLXZP7F,oversized hoodie,Alan Jones Clothing,Alan Jones Clothing Men’s Solid Oversized Hoodie | Cotton Blend Pullover with Kangaroo Pocket & Adjustable Hood | Casual W...,https://m.media-amazon.com/images/I/81GgZyrlVgL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,solid,
B0GDML3KV4,oversized hoodie,GRECIILOOKS,GRECIILOOKS Oversized Cotton Winter Hoodie & T-Shirt for Women Korean Style Casual | Trendy Streetwear Look with Baggy Fit...,https://m.media-amazon.com/images/I/71EWj0vXOkL._AC_UL320_.jpg,casual,daily wear,unknown,cotton,unknown,
B0G4H262YS,oversized hoodie,SXV STYLE,"SXV STYLE Casual Zip-Up Hoodie, Oversized Fit, Light Grey, Front Pockets",https://m.media-amazon.com/images/I/61AMSyqtLFL._AC_UL320_.jpg,casual,daily wear,grey,unknown,unknown,
B0CB6SPRBC,oversized hoodie,Jump Cuts,Jump Cuts||Mens Printed Tshirt||Hooded Neck||Hoodie for Men||Oversized Tshirt for Men,https://m.media-amazon.com/images/I/61UPGlCOfeL._AC_UL320_.jpg,casual,unknown,unknown,unknown,printed,
B0CHYNN536,oversized hoodie,NOBERO,Nobero Oversized Hoodies for Man Stylish | 280 GSM Rich Cotton Fleece Solid Oversized Fit Hooded Full Sleeve Oversized Swe...,https://m.media-amazon.com/images/I/51H1ck05SfL._AC_UL320_.jpg,casual,unknown,unknown,cotton,solid,
B0F1TSVX2F,oversized hoodie,GRECIILOOKS,GRECIILOOKS Hoodie for Man | Zipper Hoodies for Men Stylish | Sweatshirt for Mans | Sweater for Man's | Sweater for Men Wi...,https://m.media-amazon.com/images/I/61T97NONdwL._AC_UL320_.jpg,casual,unknown,unknown,unknown,unknown,
B0F1TPY1MG,oversized hoodie,GRECIILOOKS,GRECIILOOKS Hoodie for Man | Zipper Hoodies for Men Stylish | Sweatshirt for Mans | Sweater for Man's | Sweater for Men Wi...,https://m.media-amazon.com/images/I/6152zpoK5yL._AC_UL320_.jpg,casual,unknown,unknown,unknown,unknown,
B0DD47Q1ZR,oversized hoodie,SXV STYLE,SXV 'Spider Trap’ Printed Cool Aesthetic Sweatshirt Hoodie,https://m.media-amazon.com/images/I/71TAe6okyFL._AC_UL320_.jpg,casual,unknown,unknown,unknown,printed,
B0FT8LSZXN,oversized hoodie,Veirdo,Veirdo® Polycotton Spun Oversized Fit Drop Shoulder Hooded Sweatshirt Full Sleeves Solid Jumper Hoodie for Men/Boys (Size...,https://m.media-amazon.com/images/I/618ydojInVL._AC_UL320_.jpg,casual,unknown,unknown,cotton,solid,
